Chamber,District Number,School District,RCDTS,Legislator Name,Total Students,Share of Students
House,115,Tamaroa School Dist 5,3007300500200,David Friess,93,1
House,115,Trico CUSD 176,3003917602600,David Friess,852,1
House,115,Valmeyer CUSD 3,4506700302600,David Friess,344,1
House,115,Waterloo CUSD 5,4506700502600,David Friess,2701,1
House,116,Allendale CCSD 17,2009301702400,Dave Severin,137,1
House,116,Benton CCSD 47,2102804700400,Dave Severin,1022,1
House,116,Benton Cons HSD 103,2102810301300,Dave Severin,588,1
House,116,Bethel SD 82,1304108200200,Dave Severin,138,1
House,116,Bluford Unit School District 318,1304131802700,Dave Severin,374,1
House,116,Carmi-White County CUSD 5,2009700502600,Dave Severin,1275,0.95
House,116,Christopher USD 99,2102809902600,Dave Severin,696,1
House,116,Edwards County CUSD 1,2002400102600,Dave Severin,812,1
House,116,Ewing Northern CCSD 115,2102811500400,Dave Severin,233,1
House,116,Fairfield Comm H S Dist 225,2009622501600,Dave Severin,441,1
House,116,Fairfield PSD 112,2009611200400,Dave Severin,629,1
House,116,Farrington CCSD 99,1304109900400,Dave Severin,50,1
House,116,Field CCSD 3,1304100300400,Dave Severin,279,1
House,116,Geff CCSD 14,2009601400400,Dave Severin,93,1
House,116,Grand Prairie CCSD 6,1304100600400,Dave Severin,88,1
House,116,Grayville CUSD 1,2009700102600,Dave Severin,274,1
House,116,Hamilton Co CUSD 10,2003301002600,Dave Severin,1105,1
House,116,Jasper CCSD 17,2009601700400,Dave Severin,176,1
House,116,McClellan CCSD 12,1304101200400,Dave Severin,43,1
House,116,Mount Vernon SD 80,1304108000200,Dave Severin,1483,1
House,116,Mt Vernon Twp HSD 201,1304120101700,Dave Severin,1205,1
House,116,New Hope CCSD 6,2009600600400,Dave Severin,187,1
House,116,North Wayne CUSD 200,2009620002600,Dave Severin,379,1
House,116,Opdyke-Belle-Rive CCSD 5,1304100500400,Dave Severin,145,1
House,116,Rome CCSD 2,1304100200400,Dave Severin,332,1
House,116,Sesser-Valier CUSD 196,2102819602600,Dave Severin,573,1
House,116,Spring Garden Community Consolidated School District 178,1304117800400,Dave Severin,218,1
House,116,Summersville SD 79,1304107900200,Dave Severin,279,1
House,116,Wabash CUSD 348,2009334802600,Dave Severin,1414,1
House,116,Waltonville CUSD 1,1304100102600,Dave Severin,316,1
House,116,Wayne City CUSD 100,2009610002600,Dave Severin,489,1
House,116,Woodlawn Unit School District 209,1304120902700,Dave Severin,511,1
House,117,Akin CCSD 91,2102809100400,Patrick Windhorst,111,1
House,117,Buncombe Cons SD 43,2104404300300,Patrick Windhorst,57,1
House,117,Carrier Mills-Stonefort CUSD 2,2008300202600,Patrick Windhorst,401,1
House,117,Crab Orchard CUSD 3,2110000302600,Patrick Windhorst,479,1
House,117,Cypress SD 64,2104406400200,Patrick Windhorst,109,1
House,117,Eldorado CUSD 4,2008300402600,Patrick Windhorst,1087,1
House,117,Frankfort CUSD 168,2102816802600,Patrick Windhorst,1503,1
House,117,Galatia CUSD 1,2008300102600,Patrick Windhorst,370,1
House,117,Gallatin CUSD 7,2003000702600,Patrick Windhorst,675,1
House,117,Goreville CUD 1,2104400102600,Patrick Windhorst,649,1
House,117,Hardin County CUSD 1,2003500102600,Patrick Windhorst,535,1
House,117,Harrisburg CUSD 3,2008300302600,Patrick Windhorst,1765,1
House,117,Johnston City CUSD 1,2110000102600,Patrick Windhorst,1059,1
House,117,Joppa-Maple Grove UD 38,2106103802600,Patrick Windhorst,199,1
House,117,Marion CUSD 2,2110000202600,Patrick Windhorst,263,0.07
House,117,Massac UD 1,2106100102600,Patrick Windhorst,1840,1
House,117,New Simpson Hill SD 32,2104403200300,Patrick Windhorst,237,1
House,117,Norris City-Omaha-Enfield CUSD 3,2009700302600,Patrick Windhorst,594,1
House,117,Pope Co CUD 1,2007600102600,Patrick Windhorst,466,1
House,117,Thompsonville CUSD 174,2102817402600,Patrick Windhorst,298,1
House,117,Vienna HSD 133,2104413301700,Patrick Windhorst,356,1
House,117,Vienna SD 55,2104405500200,Patrick Windhorst,389,1
House,117,Zeigler-Royalton CUSD 188,2102818802600,Patrick Windhorst,479,1
House,118,Anna CCSD 37,3009103700400,Paul Jacobs,569,1
House,118,Anna Jonesboro CHSD 81,3009108101600,Paul Jacobs,457,1
House,118,Cairo USD 1,3000200102200,Paul Jacobs,292,1
House,118,Carbondale CHSD 165,3003916501600,Paul Jacobs,947,1
House,118,Carbondale ESD 95,3003909500200,Paul Jacobs,1562,1
House,118,Carterville CUSD 5,2110000502600,Paul Jacobs,2147,1
House,118,Century CUSD 100,3007710002600,Paul Jacobs,325,1
House,118,Cobden SUD 17,3009101702200,Paul Jacobs,439,1
House,118,County of Union Sch Dist No43,3009104300400,Paul Jacobs,311,1
House,118,DeSoto Cons SD 86,3003908600300,Paul Jacobs,193,1
House,118,Dongola USD 66,3009106602200,Paul Jacobs,191,1
House,118,Egyptian CUSD 5,3000200502600,Paul Jacobs,311,1
House,118,Elverado CUSD 196,3003919602600,Paul Jacobs,214,0.61
House,118,Giant City CCSD 130,3003913000400,Paul Jacobs,236,1
House,118,Herrin CUSD 4,2110000402600,Paul Jacobs,2320,1
House,118,Lick Creek CCSD 16,3009101600400,Paul Jacobs,128,1
House,118,Marion CUSD 2,2110000202600,Paul Jacobs,3353,0.93
House,118,Meridian CUSD 101,3007710102600,Paul Jacobs,431,1
House,118,Shawnee CUSD 84,3009108402600,Paul Jacobs,278,1
House,118,Unity Point CCSD 140,3003914000400,Paul Jacobs,650,1
