Chamber,District Number,School District,RCDTS,Legislator Name,Total Students,Share of Students
Senate,1,Berwyn South SD 100,0601610000200,Javier L. Cervantes,2042,0.68
Senate,1,Brookfield Lagrange Park SD 95,0601609500200,Javier L. Cervantes,472,0.35
Senate,1,Central Stickney SD 110,0701611000200,Javier L. Cervantes,296,1
Senate,1,Chicago Public Schools District 299,1501629902500,Javier L. Cervantes,15043,0.05
Senate,1,Cicero SD 99,0601609900200,Javier L. Cervantes,7191,0.84
Senate,1,J S Morton HSD 201,0601620101700,Javier L. Cervantes,4443,0.56
Senate,1,Lyons SD 103,0601610300200,Javier L. Cervantes,1682,0.81
Senate,1,Riverside SD 96,0601609600200,Javier L. Cervantes,123,0.07
Senate,2,Chicago Public Schools District 299,1501629902500,Omar Aquino,24723,0.08
Senate,3,Chicago Public Schools District 299,1501629902500,Mattie Hunter,19658,0.06
Senate,4,Bellwood SD 88,0601608800200,Kimberly A. Lightford,1578,0.81
Senate,4,Berkeley SD 87,0601608700200,Kimberly A. Lightford,1034,0.5
Senate,4,Butler SD 53,1902205300200,Kimberly A. Lightford,181,0.39
Senate,4,Chicago Public Schools District 299,1501629902500,Kimberly A. Lightford,4169,0.01
Senate,4,Cicero SD 99,0601609900200,Kimberly A. Lightford,706,0.08
Senate,4,Elmhurst SD 205,1902220502600,Kimberly A. Lightford,343,0.04
Senate,4,Forest Park SD 91,0601609100200,Kimberly A. Lightford,694,1
Senate,4,Hillside SD 93,0601609300200,Kimberly A. Lightford,423,1
Senate,4,Komarek SD 94,0601609400200,Kimberly A. Lightford,526,1
Senate,4,La Grange SD 102,0601610200200,Kimberly A. Lightford,1723,0.59
Senate,4,La Grange SD 105 South,0601610500200,Kimberly A. Lightford,581,0.5
Senate,4,Lindop SD 92,0601609200200,Kimberly A. Lightford,309,1
Senate,4,Lyons Twp HSD 204,0601620401700,Kimberly A. Lightford,3713,1
Senate,4,Maywood-Melrose Park-Broadview 89,0601608900200,Kimberly A. Lightford,2403,0.59
Senate,4,Oak Park ESD 97,0601609700200,Kimberly A. Lightford,1090,0.2
Senate,4,Proviso Twp HSD 209,0601620901700,Kimberly A. Lightford,4125,1
Senate,4,Westchester SD 92-5,0601609250200,Kimberly A. Lightford,1042,1
Senate,4,Western Springs SD 101,0601610100200,Kimberly A. Lightford,721,0.51
Senate,5,Chicago Public Schools District 299,1501629902500,Lakesia Collins,18466,0.06
Senate,6,Chicago Public Schools District 299,1501629902500,Sara Feigenholtz,16856,0.05
Senate,7,Chicago Public Schools District 299,1501629902500,Mike Simmons,16539,0.05
Senate,8,Chicago Public Schools District 299,1501629902500,Ram Villivalam,10418,0.03
Senate,8,East Maine SD 63,0501606300200,Ram Villivalam,1562,0.43
Senate,8,East Prairie SD 73,0501607300200,Ram Villivalam,524,1
Senate,8,Fairview SD 72,0501607200200,Ram Villivalam,685,1
Senate,8,Golf ESD 67,0501606700200,Ram Villivalam,643,1
Senate,8,Lincolnwood SD 74,0501607400200,Ram Villivalam,1200,1
Senate,8,Morton Grove SD 70,0501607000200,Ram Villivalam,874,1
Senate,8,Niles ESD 71,0501607100200,Ram Villivalam,629,1
Senate,8,Niles Twp HSD 219,0501621901700,Ram Villivalam,2517,0.55
Senate,8,Skokie SD 69,0501606900200,Ram Villivalam,1819,1
Senate,8,Skokie SD 73-5,0501607350200,Ram Villivalam,1039,1
Senate,9,Avoca SD 37,0501603700200,Laura Fine,614,1
Senate,9,Chicago Public Schools District 299,1501629902500,Laura Fine,716,0
Senate,9,East Maine SD 63,0501606300200,Laura Fine,398,0.11
Senate,9,Evanston CCSD 65,0501606500400,Laura Fine,6176,1
Senate,9,Evanston Twp HSD 202,0501620201700,Laura Fine,3483,1
Senate,9,Glenbrook HSD 225,0501622501700,Laura Fine,4990,0.99
Senate,9,Glenview CCSD 34,0501603400400,Laura Fine,3832,0.9
Senate,9,Kenilworth SD 38,0501603800200,Laura Fine,482,1
Senate,9,New Trier Twp HSD 203,0501620301700,Laura Fine,2759,0.75
Senate,9,Niles Twp HSD 219,0501621901700,Laura Fine,1929,0.42
Senate,9,Northbrook/Glenview SD 30,0501603000200,Laura Fine,754,0.61
Senate,9,Skokie SD 68,0501606800200,Laura Fine,1694,1
Senate,9,West Northfield SD 31,0501603100200,Laura Fine,635,0.67
Senate,9,Wilmette SD 39,0501603900200,Laura Fine,3257,1
Senate,9,Winnetka SD 36,0501603600200,Laura Fine,1710,1
Senate,10,Chicago Public Schools District 299,1501629902500,Robert F. Martwick,20942,0.07
Senate,10,Franklin Park SD 84,0601608400200,Robert F. Martwick,199,0.16
Senate,10,Norridge SD 80,0601608000200,Robert F. Martwick,1114,1
Senate,10,Pennoyer SD 79,0601607900200,Robert F. Martwick,434,1
Senate,10,Ridgewood CHSD 234,0601623401600,Robert F. Martwick,919,1
Senate,10,Rosemont ESD 78,0601607800200,Robert F. Martwick,202,1
Senate,10,Schiller Park SD 81,0601608100200,Robert F. Martwick,1350,1
Senate,10,Union Ridge SD 86,0601608600200,Robert F. Martwick,643,1
Senate,11,Argo CHSD 217,0701621701600,Mike Porfirio,1771,1
Senate,11,Berwyn North SD 98,0601609800200,Mike Porfirio,2462,1
Senate,11,Berwyn South SD 100,0601610000200,Mike Porfirio,956,0.32
Senate,11,Brookfield Lagrange Park SD 95,0601609500200,Mike Porfirio,882,0.65
Senate,11,Burbank SD 111,0701611100200,Mike Porfirio,1977,0.63
Senate,11,Chicago Public Schools District 299,1501629902500,Mike Porfirio,12340,0.04
Senate,11,Cicero SD 99,0601609900200,Mike Porfirio,165,0.02
Senate,11,Indian Springs SD 109,0701610900200,Mike Porfirio,731,0.31
Senate,11,J S Morton HSD 201,0601620101700,Mike Porfirio,3410,0.43
Senate,11,La Grange SD 102,0601610200200,Mike Porfirio,1176,0.41
Senate,11,La Grange SD 105 South,0601610500200,Mike Porfirio,587,0.5
Senate,11,Lyons SD 103,0601610300200,Mike Porfirio,390,0.19
Senate,11,Reavis Twp HSD 220,0701622001700,Mike Porfirio,1893,1
Senate,11,Riverside SD 96,0601609600200,Mike Porfirio,1589,0.93
Senate,11,Riverside-Brookfield Twp SD 208,0601620801700,Mike Porfirio,1637,1
Senate,11,Summit SD 104,0701610400200,Mike Porfirio,1423,1
Senate,12,Chicago Public Schools District 299,1501629902500,Celina Villanueva,23113,0.07
Senate,12,Cicero SD 99,0601609900200,Celina Villanueva,493,0.06
Senate,13,Chicago Public Schools District 299,1501629902500,Robert Peters,17720,0.06
Senate,14,Arbor Park SD 145,0701614500200,"Emil Jones, III",397,0.36
Senate,14,CCSD 146,0701614600400,"Emil Jones, III",1297,0.55
Senate,14,CHSD 218,0701621801600,"Emil Jones, III",1806,0.33
Senate,14,Calumet Public SD 132,0701613200200,"Emil Jones, III",865,1
Senate,14,Chicago Public Schools District 299,1501629902500,"Emil Jones, III",8333,0.03
Senate,14,Cons HSD 230,0701623001300,"Emil Jones, III",2207,0.29
Senate,14,Cook County SD 130,0701613000200,"Emil Jones, III",2881,1
Senate,14,Dolton SD 148,0701614800200,"Emil Jones, III",703,0.36
Senate,14,Forest Ridge SD 142,0701614200200,"Emil Jones, III",1274,0.85
Senate,14,Gen George Patton SD 133,0701613300200,"Emil Jones, III",205,1
Senate,14,Kirby SD 140,0701614000200,"Emil Jones, III",2054,0.59
Senate,14,Orland SD 135,0701613500200,"Emil Jones, III",3818,0.74
Senate,14,Posen-Robbins ESD 143-5,0701614350200,"Emil Jones, III",1201,1
Senate,15,Beecher CUSD 200U,56099200U2600,"Napoleon Harris, III",1033,1
Senate,15,Bloom Twp HSD 206,0701620601700,"Napoleon Harris, III",1270,0.41
Senate,15,Bremen CHSD 228,0701622801600,"Napoleon Harris, III",2769,0.57
Senate,15,Brookwood SD 167,0701616700200,"Napoleon Harris, III",988,1
Senate,15,Chicago Public Schools District 299,1501629902500,"Napoleon Harris, III",905,0
Senate,15,Dolton SD 148,0701614800200,"Napoleon Harris, III",1265,0.64
Senate,15,Dolton SD 149,0701614900200,"Napoleon Harris, III",2227,1
Senate,15,Flossmoor SD 161,0701616100200,"Napoleon Harris, III",1978,0.86
Senate,15,Ford Heights SD 169,0701616900200,"Napoleon Harris, III",415,1
Senate,15,Forest Ridge SD 142,0701614200200,"Napoleon Harris, III",224,0.15
Senate,15,Harvey SD 152,0701615200200,"Napoleon Harris, III",1528,1
Senate,15,Hazel Crest SD 152-5,0701615250200,"Napoleon Harris, III",829,1
Senate,15,Homewood Flossmoor CHSD 233,0701623301600,"Napoleon Harris, III",2751,1
Senate,15,Homewood SD 153,0701615300200,"Napoleon Harris, III",1831,1
Senate,15,Manteno CUSD 5,3204600502600,"Napoleon Harris, III",1775,1
Senate,15,Midlothian SD 143,0701614300200,"Napoleon Harris, III",1477,1
Senate,15,Peotone CUSD 207U,56099207U2600,"Napoleon Harris, III",1117,0.88
Senate,15,Prairie-Hills ESD 144,0701614400200,"Napoleon Harris, III",1370,0.55
Senate,15,South Holland SD 150,0701615000200,"Napoleon Harris, III",802,1
Senate,15,South Holland SD 151,0701615100200,"Napoleon Harris, III",1402,1
Senate,15,St George CCSD 258,3204625800400,"Napoleon Harris, III",378,1
Senate,15,Thornton SD 154,0701615400200,"Napoleon Harris, III",243,1
Senate,15,Thornton Twp HSD 205,0701620501700,"Napoleon Harris, III",4050,0.96
Senate,15,W Harvey-Dixmoor PSD 147,0701614700200,"Napoleon Harris, III",726,1
Senate,16,Burbank SD 111,0701611100200,Willie Preston,1184,0.37
Senate,16,Chicago Public Schools District 299,1501629902500,Willie Preston,16276,0.05
Senate,16,Indian Springs SD 109,0701610900200,Willie Preston,1632,0.69
Senate,16,North Palos SD 117,0701611700200,Willie Preston,2101,0.64
Senate,16,Oak Lawn-Hometown SD 123,0701612300200,Willie Preston,873,0.26
Senate,16,Ridgeland SD 122,0701612200200,Willie Preston,1972,0.85
Senate,17,Burnham SD 154-5,0701615450200,"Elgie R. Sims, Jr.",140,1
Senate,17,CCSD 168,0701616800400,"Elgie R. Sims, Jr.",1200,1
Senate,17,Calumet City SD 155,0701615500200,"Elgie R. Sims, Jr.",967,1
Senate,17,Chicago Public Schools District 299,1501629902500,"Elgie R. Sims, Jr.",10169,0.03
Senate,17,Crete Monee CUSD 201U,56099201U2600,"Elgie R. Sims, Jr.",1454,0.33
Senate,17,Grant Park CUSD 6,3204600602600,"Elgie R. Sims, Jr.",440,1
Senate,17,Hoover-Schrum Memorial SD 157,0701615700200,"Elgie R. Sims, Jr.",768,1
Senate,17,Kankakee SD 111,3204611102500,"Elgie R. Sims, Jr.",778,0.17
Senate,17,Lansing SD 158,0701615800200,"Elgie R. Sims, Jr.",2444,1
Senate,17,Lincoln ESD 156,0701615600200,"Elgie R. Sims, Jr.",704,1
Senate,17,Momence CUSD 1,3204600102600,"Elgie R. Sims, Jr.",994,1
Senate,17,Pembroke CCSD 259,3204625900400,"Elgie R. Sims, Jr.",189,1
Senate,17,Prairie-Hills ESD 144,0701614400200,"Elgie R. Sims, Jr.",106,0.04
Senate,17,Sandridge SD 172,0701617200200,"Elgie R. Sims, Jr.",400,1
Senate,17,Sunnybrook SD 171,0701617100200,"Elgie R. Sims, Jr.",961,1
Senate,17,Thornton Fractional Twp HSD 215,0701621501700,"Elgie R. Sims, Jr.",2977,0.95
Senate,18,Alsip-Hazlgrn-Oaklwn SD 126,0701612600200,Bill Cunningham,1529,1
Senate,18,Atwood Heights SD 125,0701612500200,Bill Cunningham,577,1
Senate,18,CHSD 218,0701621801600,Bill Cunningham,3444,0.63
Senate,18,Chicago Public Schools District 299,1501629902500,Bill Cunningham,6192,0.02
Senate,18,Chicago Ridge SD 127-5,0701612750200,Bill Cunningham,1377,1
Senate,18,Cons HSD 230,0701623001300,Bill Cunningham,5373,0.71
Senate,18,Evergreen Park CHSD 231,0701623101600,Bill Cunningham,889,1
Senate,18,Evergreen Park ESD 124,0701612400200,Bill Cunningham,1708,1
Senate,18,North Palos SD 117,0701611700200,Bill Cunningham,1197,0.36
Senate,18,Oak Lawn CHSD 229,0701622901600,Bill Cunningham,1792,1
Senate,18,Oak Lawn-Hometown SD 123,0701612300200,Bill Cunningham,2428,0.74
Senate,18,Orland SD 135,0701613500200,Bill Cunningham,1325,0.26
Senate,18,Palos CCSD 118,0701611800400,Bill Cunningham,2090,1
Senate,18,Palos Heights SD 128,0701612800200,Bill Cunningham,783,1
Senate,18,Ridgeland SD 122,0701612200200,Bill Cunningham,350,0.15
Senate,18,Worth SD 127,0701612700200,Bill Cunningham,998,1
Senate,19,Arbor Park SD 145,0701614500200,Michael E. Hastings,692,0.64
Senate,19,Bremen CHSD 228,0701622801600,Michael E. Hastings,2085,0.43
Senate,19,CCSD 146,0701614600400,Michael E. Hastings,1057,0.45
Senate,19,Country Club Hills SD 160,0701616000200,Michael E. Hastings,993,1
Senate,19,ESD 159,0701615900200,Michael E. Hastings,1624,1
Senate,19,Frankfort CCSD 157C,56099157C0400,Michael E. Hastings,1698,0.64
Senate,19,Homer CCSD 33C,56099033C0400,Michael E. Hastings,3287,0.89
Senate,19,Kirby SD 140,0701614000200,Michael E. Hastings,1405,0.41
Senate,19,Lincoln Way CHSD 210,5609921001600,Michael E. Hastings,4699,0.71
Senate,19,Matteson ESD 162,0701616200200,Michael E. Hastings,1577,0.68
Senate,19,Mokena SD 159,5609915900200,Michael E. Hastings,1556,1
Senate,19,New Lenox SD 122,5609912200200,Michael E. Hastings,2014,0.41
Senate,19,Prairie-Hills ESD 144,0701614400200,Michael E. Hastings,1030,0.41
Senate,19,Rich Twp HSD 227,0701622701700,Michael E. Hastings,2261,0.98
Senate,19,Summit Hill SD 161,5609916100200,Michael E. Hastings,2033,0.86
Senate,19,Will County SD 92,5609909200200,Michael E. Hastings,756,0.54
Senate,20,Chicago Public Schools District 299,1501629902500,Graciela Guzmán,22637,0.07
Senate,21,CCSD 89,1902208900400,Laura Ellman,2222,1
Senate,21,CUSD 200,1902220002600,Laura Ellman,456,0.04
Senate,21,Downers Grove GSD 58,1902205800200,Laura Ellman,230,0.05
Senate,21,Glen Ellyn SD 41,1902204100200,Laura Ellman,2814,0.81
Senate,21,Glenbard Twp HSD 87,1902208701700,Laura Ellman,5501,0.72
Senate,21,Indian Prairie CUSD 204,1902220402600,Laura Ellman,10027,0.39
Senate,21,Lisle CUSD 202,1902220202600,Laura Ellman,723,0.49
Senate,21,Lombard SD 44,1902204400200,Laura Ellman,2732,0.92
Senate,21,Naperville CUSD 203,1902220302600,Laura Ellman,11739,0.74
Senate,21,SD 45 DuPage County,1902204500200,Laura Ellman,552,0.18
Senate,22,Barrington CUSD 220,3404922002600,Cristina Castro,250,0.03
Senate,22,CUSD 300,3104530002600,Cristina Castro,3398,0.17
Senate,22,SD U-46,3104504602200,Cristina Castro,18400,0.54
Senate,22,Schaumburg CCSD 54,0501605400400,Cristina Castro,7570,0.5
Senate,22,Township HSD 211,0501621101700,Cristina Castro,4335,0.36
Senate,23,Addison SD 4,1902200400200,Suzy Glowiak Hilton,1750,0.51
Senate,23,Butler SD 53,1902205300200,Suzy Glowiak Hilton,279,0.6
Senate,23,CCSD 93,1902209300400,Suzy Glowiak Hilton,560,0.17
Senate,23,CUSD 201,1902220102600,Suzy Glowiak Hilton,1300,1
Senate,23,Downers Grove GSD 58,1902205800200,Suzy Glowiak Hilton,346,0.07
Senate,23,DuPage HSD 88,1902208801600,Suzy Glowiak Hilton,3715,1
Senate,23,Elmhurst SD 205,1902220502600,Suzy Glowiak Hilton,7942,0.96
Senate,23,Hinsdale CCSD 181,1902218100400,Suzy Glowiak Hilton,2849,0.81
Senate,23,Lombard SD 44,1902204400200,Suzy Glowiak Hilton,247,0.08
Senate,23,Maercker SD 60,1902206000200,Suzy Glowiak Hilton,1387,1
Senate,23,Marquardt SD 15,1902201500200,Suzy Glowiak Hilton,2280,1
Senate,23,Queen Bee SD 16,1902201600200,Suzy Glowiak Hilton,1668,1
Senate,23,SD 45 DuPage County,1902204500200,Suzy Glowiak Hilton,2587,0.82
Senate,23,Salt Creek SD 48,1902204800200,Suzy Glowiak Hilton,495,1
Senate,23,Western Springs SD 101,0601610100200,Suzy Glowiak Hilton,405,0.28
Senate,24,Benjamin SD 25,1902202500200,Seth Lewis,632,1
Senate,24,Bloomingdale SD 13,1902201300200,Seth Lewis,1301,1
Senate,24,CCSD 93,1902209300400,Seth Lewis,2704,0.83
Senate,24,CUSD 200,1902220002600,Seth Lewis,11032,0.96
Senate,24,Comm Cons SD 59,0501605900400,Seth Lewis,2114,0.36
Senate,24,Glen Ellyn SD 41,1902204100200,Seth Lewis,641,0.19
Senate,24,Glenbard Twp HSD 87,1902208701700,Seth Lewis,2105,0.28
Senate,24,Indian Prairie CUSD 204,1902220402600,Seth Lewis,0,0
Senate,24,Itasca SD 10,1902201000200,Seth Lewis,984,1
Senate,24,Keeneyville SD 20,1902202000200,Seth Lewis,410,0.31
Senate,24,Lake Park CHSD 108,1902210801600,Seth Lewis,2526,1
Senate,24,Medinah SD 11,1902201100200,Seth Lewis,697,1
Senate,24,Naperville CUSD 203,1902220302600,Seth Lewis,837,0.05
Senate,24,Roselle SD 12,1902201200200,Seth Lewis,675,1
Senate,24,SD U-46,3104504602200,Seth Lewis,2658,0.08
Senate,24,Schaumburg CCSD 54,0501605400400,Seth Lewis,1731,0.12
Senate,24,Township HSD 214,0501621401700,Seth Lewis,1843,0.15
Senate,24,Winfield SD 34,1902203400200,Seth Lewis,316,1
Senate,24,Wood Dale SD 7,1902200700200,Seth Lewis,888,1
Senate,25,Aurora East USD 131,3104513102200,Karina Villa,10672,0.88
Senate,25,Aurora West USD 129,3104512902200,Karina Villa,6588,0.61
Senate,25,Batavia USD 101,3104510102200,Karina Villa,2735,0.53
Senate,25,CHSD 94,1902209401600,Karina Villa,2012,1
Senate,25,Indian Prairie CUSD 204,1902220402600,Karina Villa,4555,0.18
Senate,25,SD U-46,3104504602200,Karina Villa,8480,0.25
Senate,25,St Charles CUSD 303,3104530302600,Karina Villa,0,0
Senate,25,West Chicago ESD 33,1902203300200,Karina Villa,3237,1
Senate,26,Barrington CUSD 220,3404922002600,Darby A. Hills,7528,0.94
Senate,26,CHSD 128,3404912801600,Darby A. Hills,0,0
Senate,26,CUSD 300,3104530002600,Darby A. Hills,1327,0.07
Senate,26,Diamond Lake SD 76,3404907600200,Darby A. Hills,821,1
Senate,26,Fox River Grove Cons SD 3,4406300300300,Darby A. Hills,417,1
Senate,26,Fremont SD 79,3404907900200,Darby A. Hills,2049,1
Senate,26,Hawthorn CCSD 73,3404907300400,Darby A. Hills,136,0.04
Senate,26,Kildeer Countryside CCSD 96,3404909600400,Darby A. Hills,1540,0.44
Senate,26,Lake Zurich CUSD 95,3404909502600,Darby A. Hills,5628,1
Senate,26,Libertyville SD 70,3404907000200,Darby A. Hills,525,0.25
Senate,26,Mundelein Cons HSD 120,3404912001300,Darby A. Hills,2241,1
Senate,26,Mundelein ESD 75,3404907500200,Darby A. Hills,562,0.36
Senate,26,Palatine CCSD 15,0501601500400,Darby A. Hills,4605,0.41
Senate,26,Township HSD 211,0501621101700,Darby A. Hills,2568,0.21
Senate,26,Wauconda CUSD 118,3404911802600,Darby A. Hills,3626,0.86
Senate,27,Arlington Heights SD 25,0501602500200,Mark L. Walker,5266,1
Senate,27,Barrington CUSD 220,3404922002600,Mark L. Walker,193,0.02
Senate,27,CCSD 62,0501606200400,Mark L. Walker,950,0.21
Senate,27,Comm Cons SD 59,0501605900400,Mark L. Walker,2482,0.43
Senate,27,Mount Prospect SD 57,0501605700200,Mark L. Walker,2113,1
Senate,27,Palatine CCSD 15,0501601500400,Mark L. Walker,5624,0.51
Senate,27,Prospect Heights SD 23,0501602300200,Mark L. Walker,1461,1
Senate,27,River Trails SD 26,0501602600200,Mark L. Walker,856,0.58
Senate,27,Township HSD 211,0501621101700,Mark L. Walker,2525,0.21
Senate,27,Township HSD 214,0501621401700,Mark L. Walker,8011,0.67
Senate,27,Wheeling CCSD 21,0501602100400,Mark L. Walker,2379,0.39
Senate,28,CCSD 62,0501606200400,Laura M. Murphy,3494,0.79
Senate,28,Comm Cons SD 59,0501605900400,Laura M. Murphy,1226,0.21
Senate,28,East Maine SD 63,0501606300200,Laura M. Murphy,1663,0.46
Senate,28,Keeneyville SD 20,1902202000200,Laura M. Murphy,836,0.64
Senate,28,Maine Township HSD 207,0501620701700,Laura M. Murphy,6111,1
Senate,28,Park Ridge CCSD 64,0501606400400,Laura M. Murphy,4588,1
Senate,28,SD U-46,3104504602200,Laura M. Murphy,499,0.01
Senate,28,Schaumburg CCSD 54,0501605400400,Laura M. Murphy,5737,0.38
Senate,28,Township HSD 211,0501621101700,Laura M. Murphy,2525,0.21
Senate,29,Bannockburn SD 106,3404910600200,Julie A. Morrison,169,1
Senate,29,Deerfield SD 109,3404910900200,Julie A. Morrison,2707,1
Senate,29,Glenbrook HSD 225,0501622501700,Julie A. Morrison,0,0
Senate,29,Glencoe SD 35,0501603500200,Julie A. Morrison,1202,1
Senate,29,Glenview CCSD 34,0501603400400,Julie A. Morrison,449,0.1
Senate,29,Lake Bluff ESD 65,3404906500200,Julie A. Morrison,874,1
Senate,29,Lake Forest CHSD 115,3404911501600,Julie A. Morrison,1366,1
Senate,29,Lake Forest SD 67,3404906700500,Julie A. Morrison,1650,1
Senate,29,Lincolnshire-Prairieview SD 103,3404910300200,Julie A. Morrison,1288,0.68
Senate,29,New Trier Twp HSD 203,0501620301700,Julie A. Morrison,941,0.25
Senate,29,North Chicago SD 187,3404918702600,Julie A. Morrison,386,0.11
Senate,29,North Shore SD 112,3404911200200,Julie A. Morrison,3739,1
Senate,29,Northbrook ESD 27,0501602700200,Julie A. Morrison,1325,1
Senate,29,Northbrook SD 28,0501602800200,Julie A. Morrison,1842,1
Senate,29,Northbrook/Glenview SD 30,0501603000200,Julie A. Morrison,485,0.39
Senate,29,River Trails SD 26,0501602600200,Julie A. Morrison,628,0.42
Senate,29,Rondout SD 72,3404907200200,Julie A. Morrison,146,1
Senate,29,Sunset Ridge SD 29,0501602900200,Julie A. Morrison,480,0.99
Senate,29,Township HSD 214,0501621401700,Julie A. Morrison,1623,0.14
Senate,29,Twp HSD 113,3404911301700,Julie A. Morrison,3060,1
Senate,29,West Northfield SD 31,0501603100200,Julie A. Morrison,312,0.33
Senate,29,Wheeling CCSD 21,0501602100400,Julie A. Morrison,2611,0.42
Senate,30,Adlai E Stevenson HSD 125,3404912501300,Adriane Johnson,4573,1
Senate,30,Aptakisic-Tripp CCSD 102,3404910200400,Adriane Johnson,2538,1
Senate,30,CHSD 128,3404912801600,Adriane Johnson,1442,0.44
Senate,30,Gurnee SD 56,3404905600200,Adriane Johnson,1448,0.79
Senate,30,Hawthorn CCSD 73,3404907300400,Adriane Johnson,3330,0.96
Senate,30,Kildeer Countryside CCSD 96,3404909600400,Adriane Johnson,1945,0.56
Senate,30,Lincolnshire-Prairieview SD 103,3404910300200,Adriane Johnson,604,0.32
Senate,30,Mundelein ESD 75,3404907500200,Adriane Johnson,989,0.64
Senate,30,North Chicago SD 187,3404918702600,Adriane Johnson,2192,0.65
Senate,30,Oak Grove SD 68 Green Oaks,3404906800200,Adriane Johnson,910,1
Senate,30,Waukegan CUSD 60,3404906002600,Adriane Johnson,12758,0.94
Senate,30,Wheeling CCSD 21,0501602100400,Adriane Johnson,1001,0.16
Senate,31,Beach Park CCSD 3,3404900300400,Mary Edly-Allen,1943,1
Senate,31,Big Hollow SD 38,3404903800200,Mary Edly-Allen,1684,1
Senate,31,CHSD 117,3404911701600,Mary Edly-Allen,1265,0.49
Senate,31,CHSD 128,3404912801600,Mary Edly-Allen,1765,0.54
Senate,31,Gavin SD 37,3404903700200,Mary Edly-Allen,285,0.37
Senate,31,Grayslake CCSD 46,3404904600400,Mary Edly-Allen,3514,1
Senate,31,Grayslake CHSD 127,3404912701600,Mary Edly-Allen,2493,1
Senate,31,Gurnee SD 56,3404905600200,Mary Edly-Allen,392,0.21
Senate,31,Lake Villa CCSD 41,3404904100400,Mary Edly-Allen,559,0.24
Senate,31,Libertyville SD 70,3404907000200,Mary Edly-Allen,1580,0.75
Senate,31,Millburn CCSD 24,3404902400400,Mary Edly-Allen,1093,1
Senate,31,Round Lake CUSD 116,3404911602600,Mary Edly-Allen,5689,0.93
Senate,31,Warren Twp HSD 121,3404912101700,Mary Edly-Allen,3523,1
Senate,31,Waukegan CUSD 60,3404906002600,Mary Edly-Allen,788,0.06
Senate,31,Winthrop Harbor SD 1,3404900100200,Mary Edly-Allen,581,1
Senate,31,Woodland CCSD 50,3404905000400,Mary Edly-Allen,4511,1
Senate,31,Zion ESD 6,3404900600200,Mary Edly-Allen,2092,1
Senate,31,Zion-Benton Twp HSD 126,3404912601700,Mary Edly-Allen,2508,1
Senate,32,Antioch CCSD 34,3404903400400,Craig Wilcox,2640,1
Senate,32,CHSD 117,3404911701600,Craig Wilcox,1262,0.49
Senate,32,CHSD 155,4406315501600,Craig Wilcox,2529,0.47
Senate,32,CUSD 300,3104530002600,Craig Wilcox,463,0.02
Senate,32,Cary CCSD 26,4406302600400,Craig Wilcox,2330,1
Senate,32,Crystal Lake CCSD 47,4406304700400,Craig Wilcox,2222,0.32
Senate,32,Emmons SD 33,3404903300200,Craig Wilcox,274,1
Senate,32,Fox Lake GSD 114,3404911400200,Craig Wilcox,619,1
Senate,32,Gavin SD 37,3404903700200,Craig Wilcox,488,0.63
Senate,32,Grant CHSD 124,3404912401600,Craig Wilcox,1778,1
Senate,32,Grass Lake SD 36,3404903600200,Craig Wilcox,176,1
Senate,32,Harrison SD 36,4406303600200,Craig Wilcox,408,1
Senate,32,Johnsburg CUSD 12,4406301202600,Craig Wilcox,1668,1
Senate,32,Lake Villa CCSD 41,3404904100400,Craig Wilcox,1812,0.76
Senate,32,McHenry CCSD 15,4406301500400,Craig Wilcox,4031,1
Senate,32,McHenry CHSD 156,4406315601600,Craig Wilcox,2177,1
Senate,32,Nippersink SD 2,4406300200300,Craig Wilcox,711,0.64
Senate,32,Prairie Grove CSD 46,4406304600300,Craig Wilcox,867,1
Senate,32,Wauconda CUSD 118,3404911802600,Craig Wilcox,567,0.14
Senate,32,Woodstock CUSD 200,4406320002600,Craig Wilcox,4859,0.79
Senate,33,CHSD 155,4406315501600,Donald P. DeWitte,2704,0.51
Senate,33,CUSD 300,3104530002600,Donald P. DeWitte,9406,0.47
Senate,33,Central CUSD 301,3104530102600,Donald P. DeWitte,4872,1
Senate,33,Crystal Lake CCSD 47,4406304700400,Donald P. DeWitte,3172,0.45
Senate,33,Geneva CUSD 304,3104530402600,Donald P. DeWitte,1138,0.23
Senate,33,Kaneland CUSD 302,3104530202600,Donald P. DeWitte,438,0.11
Senate,33,SD U-46,3104504602200,Donald P. DeWitte,3043,0.09
Senate,33,St Charles CUSD 303,3104530302600,Donald P. DeWitte,8956,0.77
Senate,34,Belvidere CUSD 100,0400410002600,Steve Stadelman,4009,0.54
Senate,34,Harlem UD 122,0410112202200,Steve Stadelman,2507,0.4
Senate,34,Rockford SD 205,0410120502500,Steve Stadelman,25557,0.94
Senate,35,Alden Hebron SD 19,4406301902400,Dave Syverson,411,1
Senate,35,Belvidere CUSD 100,0400410002600,Dave Syverson,3337,0.45
Senate,35,CUSD 300,3104530002600,Dave Syverson,4929,0.24
Senate,35,Crystal Lake CCSD 47,4406304700400,Dave Syverson,1398,0.2
Senate,35,DeKalb CUSD 428,1601942802600,Dave Syverson,504,0.08
Senate,35,Geneva CUSD 304,3104530402600,Dave Syverson,350,0.07
Senate,35,Harvard CUSD 50,4406305002600,Dave Syverson,2494,1
Senate,35,Hinckley Big Rock CUSD 429,1601942902600,Dave Syverson,691,1
Senate,35,Huntley Community School District 158,4406315802200,Dave Syverson,8481,1
